rule_index,metadata.creation_date,metadata.maturity,metadata.min_stack_comments,metadata.min_stack_version,metadata.updated_date,rule.author,rule.description,rule.false_positives,rule.index,rule.language,rule.license,rule.name,rule.references,rule.risk_score,rule.rule_id,rule.severity,rule.tags,rule.timestamp_override,rule.type,rule.query,rule.from,rule.max_signals,rule.note,rule.threat,rule.threshold,rule.timeline_id,rule.timeline_title,rule.interval,rule.threat_index,rule.threat_indicator_path,rule.threat_language,rule.threat_query,rule.threat_filters,rule.threat_mapping,rule.anomaly_threshold,rule.machine_learning_job_id,rule.rule_name_override,rule.risk_score_mapping,rule.severity_mapping,metadata.query_schema_validation,metadata.deprecation_date,rule.filters,metadata.integration
10,2020/12/20,production,"New fields added: required_fields, related_integrations, setup",8.3.0,2022/09/20,['Elastic'],"Identifies the use of the grep command to discover known third-party macOS and Linux security tools, such as Antivirus
or Host Firewall details.
","['Endpoint Security installers, updaters and post installation verification scripts.']","['logs-endpoint.events.*', 'auditbeat-*']",eql,Elastic License v2,Security Software Discovery via Grep,,47,870aecc0-cea4-4110-af3f-e02e9b373655,medium,"['Elastic', 'Host', 'macOS', 'Linux', 'Threat Detection', 'Discovery']",event.ingested,eql,"process where event.type == ""start"" and
process.name : ""grep"" and user.id != ""0"" and
 not process.parent.executable : ""/Library/Application Support/*"" and
   process.args :
         (""Little Snitch*"",
          ""Avast*"",
          ""Avira*"",
          ""ESET*"",
          ""BlockBlock*"",
          ""360Sec*"",
          ""LuLu*"",
          ""KnockKnock*"",
          ""kav"",
          ""KIS"",
          ""RTProtectionDaemon*"",
          ""Malware*"",
          ""VShieldScanner*"",
          ""WebProtection*"",
          ""webinspectord*"",
          ""McAfee*"",
          ""isecespd*"",
          ""macmnsvc*"",
          ""masvc*"",
          ""kesl*"",
          ""avscan*"",
          ""guard*"",
          ""rtvscand*"",
          ""symcfgd*"",
          ""scmdaemon*"",
          ""symantec*"",
          ""sophos*"",
          ""osquery*"",
          ""elastic-endpoint*""
          ) and
   not (process.args : ""Avast"" and process.args : ""Passwords"")
",now-9m,,"## Triage and analysis

### Investigating Security Software Discovery via Grep

After successfully compromising an environment, attackers may try to gain situational awareness to plan their next steps.
This can happen by running commands to enumerate network resources, users, connections, files, and installed security
software.

This rule looks for the execution of the `grep` utility with arguments compatible to the enumeration of the security
software installed on the host. Attackers can use this information to decide whether or not to infect a system, disable
protections, use bypasses, etc.

#### Possible investigation steps

- Investigate the process execution chain (parent process tree) for unknown processes. Examine their executable files
for prevalence and whether they are located in expected locations.
- Investigate other alerts associated with the user/host during the past 48 hours.
- Investigate any abnormal account behavior, such as command executions, file creations or modifications, and network
connections.
- Investigate any abnormal behavior by the subject process such as network connections, file modifications, and any
spawned child processes.
- Inspect the host for suspicious or abnormal behavior in the alert timeframe.
- Validate the activity is not related to planned patches, updates, network administrator activity, or legitimate
software installations.

### False positive analysis

- Discovery activities are not inherently malicious if they occur in isolation. As long as the analyst did not identify
suspicious activity related to the user or host, such alerts can be dismissed.

### Response and remediation

- Initiate the incident response process based on the outcome of the triage.
- Isolate the involved hosts to prevent further post-compromise behavior.
- Investigate credential exposure on systems compromised or used by the attacker to ensure all compromised accounts are
identified. Reset passwords for these accounts and other potentially compromised credentials, such as email, business
systems, and web services.
- Run a full antimalware scan. This may reveal additional artifacts left in the system, persistence mechanisms, and
malware components.
- Determine the initial vector abused by the attacker and take action to prevent reinfection via the same vector.
- Using the incident response data, update logging and audit policies to improve the mean time to detect (MTTD) and the
mean time to respond (MTTR).

## Setup

If enabling an EQL rule on a non-elastic-agent index (such as beats) for versions <8.2, events will not define `event.ingested` and default fallback for EQL rules was not added until 8.2, so you will need to add a custom pipeline to populate `event.ingested` to @timestamp for this rule to work.
","[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1518', 'name': 'Software Discovery', 'reference': 'https://attack.mitre.org/techniques/T1518/', 'subtechnique': [{'id': 'T1518.001', 'name': 'Security Software Discovery', 'reference': 'https://attack.mitre.org/techniques/T1518/001/'}]}], 'tactic': {'id': 'TA0007', 'name': 'Discovery', 'reference': 'https://attack.mitre.org/tactics/TA0007/'}}]",,,,,,,,,,,,,,,,,,,
11,2021/09/29,production,"New fields added: required_fields, related_integrations, setup",8.3.0,2022/08/24,['Elastic'],"An adversary may attempt to get detailed information about the operating system and hardware. This rule identifies
common locations used to discover virtual machine hardware by a non-root user. This technique has been used by the Pupy
RAT and other malware.
",['    Certain tools or automated software may enumerate hardware information. These tools can be exempted via user name or\n    process arguments to eliminate potential noise.\n    '],"['auditbeat-*', 'logs-endpoint.events.*']",eql,Elastic License v2,Virtual Machine Fingerprinting via Grep,['https://objective-see.com/blog/blog_0x4F.html'],47,c85eb82c-d2c8-485c-a36f-534f914b7663,medium,"['Elastic', 'Host', 'macOS', 'Linux', 'Threat Detection', 'Discovery']",event.ingested,eql,"process where event.type == ""start"" and
 process.name in (""grep"", ""egrep"") and user.id != ""0"" and
 process.args : (""parallels*"", ""vmware*"", ""virtualbox*"") and process.args : ""Manufacturer*"" and
 not process.parent.executable in (""/Applications/Docker.app/Contents/MacOS/Docker"", ""/usr/libexec/kcare/virt-what"")
",now-9m,,"## Setup

If enabling an EQL rule on a non-elastic-agent index (such as beats) for versions <8.2, events will not define `event.ingested` and default fallback for EQL rules was not added until 8.2, so you will need to add a custom pipeline to populate `event.ingested` to @timestamp for this rule to work.
","[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1082', 'name': 'System Information Discovery', 'reference': 'https://attack.mitre.org/techniques/T1082/'}], 'tactic': {'id': 'TA0007', 'name': 'Discovery', 'reference': 'https://attack.mitre.org/tactics/TA0007/'}}]",,,,,,,,,,,,,,,,,,,
12,2021/01/12,production,"New fields added: required_fields, related_integrations, setup",8.3.0,2022/08/24,['Elastic'],Identifies the execution of and EggShell Backdoor. EggShell is a known post exploitation tool for macOS and Linux.,,"['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,EggShell Backdoor Execution,['https://github.com/neoneggplant/EggShell'],73,41824afb-d68c-4d0e-bfee-474dac1fa56e,high,"['Elastic', 'Host', 'Linux', 'macOS', 'Threat Detection', 'Execution']",event.ingested,query,"event.category:process and event.type:(start or process_started) and process.name:espl and process.args:eyJkZWJ1ZyI6*
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'id': 'T1059', 'subtechnique': [{'id': 'T1059.006', 'name': 'Python', 'reference': 'https://attack.mitre.org/techniques/T1059/006/'}]}], 'tactic': {'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/', 'id': 'TA0002'}}]",,,,,,,,,,,,,,,,,,,
13,2021/01/13,development,,,2022/08/24,['Elastic'],"Identifies when a Python script is executed using command line input and imports the sys module. Attackers often use
this method to execute malicious scripts and avoiding writing it to disk.
",['Legitimate Python scripting activity.'],"['auditbeat-*', 'logs-endpoint.events.*']",eql,Elastic License v2,Python Script Execution via Command Line,,47,ee9f08dc-cf80-4124-94ae-08c405f059ae,medium,"['Elastic', 'Host', 'Linux', 'macOS', 'Windows', 'Threat Detection', 'Execution']",event.ingested,eql,"process where event.type in (""start"", ""process_started"") and
 process.name : ""python*"" and process.args : ""-c"" and process.args : ""*import*sys*""
",now-9m,,"## Setup

If enabling an EQL rule on a non-elastic-agent index (such as beats) for versions <8.2, events will not define `event.ingested` and default fallback for EQL rules was not added until 8.2, so you will need to add a custom pipeline to populate `event.ingested` to @timestamp for this rule to work.
","[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.006', 'name': 'Python', 'reference': 'https://attack.mitre.org/techniques/T1059/006/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,,,
14,2020/01/07,production,"New fields added: required_fields, related_integrations, setup",8.3.0,2022/09/20,['Elastic'],Identifies the execution of a shell process with suspicious arguments which may be indicative of reverse shell activity.,,"['auditbeat-*', 'logs-endpoint.events.*']",eql,Elastic License v2,Potential Reverse Shell Activity via Terminal,"['https://github.com/swisskyrepo/PayloadsAllTheThings/blob/master/Methodology%20and%20Resources/Reverse%20Shell%20Cheatsheet.md', 'https://github.com/WangYihang/Reverse-Shell-Manager', 'https://www.netsparker.com/blog/web-security/understanding-reverse-shells/']",73,a1a0375f-22c2-48c0-81a4-7c2d11cc6856,high,"['Elastic', 'Host', 'Linux', 'macOS', 'Threat Detection', 'Execution']",event.ingested,eql,"process where event.type in (""start"", ""process_started"") and
  process.name in (""sh"", ""bash"", ""zsh"", ""dash"", ""zmodload"") and
  process.args : (""*/dev/tcp/*"", ""*/dev/udp/*"", ""*zsh/net/tcp*"", ""*zsh/net/udp*"") and

  /* noisy FPs */
  not (process.parent.name : ""timeout"" and process.executable : ""/var/lib/docker/overlay*"") and
  not process.command_line : (""*/dev/tcp/sirh_db/*"", ""*/dev/tcp/remoteiot.com/*"", ""*dev/tcp/elk.stag.one/*"", ""*dev/tcp/kafka/*"", ""*/dev/tcp/$0/$1*"", ""*/dev/tcp/127.*"", ""*/dev/udp/127.*"", ""*/dev/tcp/localhost/*"") and
  not process.parent.command_line : ""runc init""
",now-9m,,"## Triage and analysis

### Investigating Potential Reverse Shell Activity via Terminal

A reverse shell is a mechanism that's abused to connect back to an attacker-controlled system. It effectively redirects
the system's input and output and delivers a fully functional remote shell to the attacker. Even private systems are
vulnerable since the connection is outgoing. This activity is typically the result of vulnerability exploitation,
malware infection, or penetration testing.

This rule identifies commands that are potentially related to reverse shell activities using shell applications.

#### Possible investigation steps

- Examine the command line and extract the target domain or IP address information.
  - Check if the domain is newly registered or unexpected.
  - Check the reputation of the domain or IP address.
  - Scope other potentially compromised hosts in your environment by mapping hosts that also communicated with the
  domain or IP address.
- Investigate other alerts associated with the user/host during the past 48 hours.
- Investigate any abnormal account behavior, such as command executions, file creations or modifications, and network
connections.
- Investigate any abnormal behavior by the subject process such as network connections, file modifications, and any
spawned child processes.

### False positive analysis

- This activity is unlikely to happen legitimately. Any activity that triggered the alert and is not inherently
malicious must be monitored by the security team.

### Response and remediation

- Initiate the incident response process based on the outcome of the triage.
- Isolate the involved host to prevent further post-compromise behavior.
- Investigate credential exposure on systems compromised or used by the attacker to ensure all compromised accounts are
identified. Reset passwords for these accounts and other potentially compromised credentials, such as email, business
systems, and web services.
- Take actions to terminate processes and connections used by the attacker.
- Run a full antimalware scan. This may reveal additional artifacts left in the system, persistence mechanisms, and
malware components.
- Determine the initial vector abused by the attacker and take action to prevent reinfection through the same vector.
- Using the incident response data, update logging and audit policies to improve the mean time to detect (MTTD) and the
mean time to respond (MTTR).

## Setup

If enabling an EQL rule on a non-elastic-agent index (such as beats) for versions <8.2, events will not define `event.ingested` and default fallback for EQL rules was not added until 8.2, so you will need to add a custom pipeline to populate `event.ingested` to @timestamp for this rule to work.
","[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/'}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,,,
15,2021/01/19,production,"New fields added: required_fields, related_integrations, setup",8.3.0,2022/09/20,['Elastic'],"Identifies suspicious child processes of the Java interpreter process. This may indicate an attempt to execute a
malicious JAR file or an exploitation attempt via a JAVA specific vulnerability.
",,"['auditbeat-*', 'logs-endpoint.events.*']",eql,Elastic License v2,Suspicious JAVA Child Process,"['https://www.lunasec.io/docs/blog/log4j-zero-day/', 'https://github.com/christophetd/log4shell-vulnerable-app', 'https://www.blackhat.com/docs/us-16/materials/us-16-Munoz-A-Journey-From-JNDI-LDAP-Manipulation-To-RCE.pdf']",47,8acb7614-1d92-4359-bfcf-478b6d9de150,medium,"['Elastic', 'Host', 'Linux', 'macOS', 'Threat Detection', 'Execution']",event.ingested,eql,"process where event.type in (""start"", ""process_started"") and
  process.parent.name : ""java"" and
  process.name : (""sh"", ""bash"", ""dash"", ""ksh"", ""tcsh"", ""zsh"", ""curl"", ""wget"")
",now-9m,,"## Triage and analysis

### Investigating Suspicious Java Child Process

This rule identifies a suspicious child process of the Java interpreter process. It may indicate an attempt to execute
a malicious JAR file or an exploitation attempt via a Java specific vulnerability.

#### Possible investigation steps

- Investigate the process execution chain (parent process tree) for unknown processes. Examine their executable files
for prevalence and whether they are located in expected locations.
- Investigate other alerts associated with the user/host during the past 48 hours.
- Investigate any abnormal account behavior, such as command executions, file creations or modifications, and network
connections.
- Investigate any abnormal behavior by the subject process such as network connections, file modifications, and any
spawned child processes.
- Examine the command line to determine if the command executed is potentially harmful or malicious.
- Inspect the host for suspicious or abnormal behavior in the alert timeframe.

### False positive analysis

- If this activity is expected and noisy in your environment, consider adding exceptions — preferably with a combination
of process and command line conditions.

### Response and remediation

- Initiate the incident response process based on the outcome of the triage.
- Isolate the involved hosts to prevent further post-compromise behavior.
- Remove and block malicious artifacts identified during triage.
- Investigate credential exposure on systems compromised or used by the attacker to ensure all compromised accounts are
identified. Reset passwords for these accounts and other potentially compromised credentials, such as email, business
systems, and web services.
- Run a full antimalware scan. This may reveal additional artifacts left in the system, persistence mechanisms, and
malware components.
- Determine the initial vector abused by the attacker and take action to prevent reinfection through the same vector.
- Using the incident response data, update logging and audit policies to improve the mean time to detect (MTTD) and the
mean time to respond (MTTR).

## Setup

If enabling an EQL rule on a non-elastic-agent index (such as beats) for versions <8.2, events will not define `event.ingested` and default fallback for EQL rules was not added until 8.2, so you will need to add a custom pipeline to populate `event.ingested` to @timestamp for this rule to work.
","[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.007', 'name': 'JavaScript', 'reference': 'https://attack.mitre.org/techniques/T1059/007/'}]}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,,,
16,2021/12/10,production,"New fields added: required_fields, related_integrations, setup",8.3.0,2022/08/24,['Elastic'],"Identifies an outbound network connection by JAVA to LDAP, RMI or DNS standard ports followed by a suspicious JAVA child
processes. This may indicate an attempt to exploit a JAVA/NDI (Java Naming and Directory Interface) injection vulnerability.
",,"['auditbeat-*', 'logs-endpoint.events.*']",eql,Elastic License v2,Potential JAVA/JNDI Exploitation Attempt,"['https://www.lunasec.io/docs/blog/log4j-zero-day/', 'https://github.com/christophetd/log4shell-vulnerable-app', 'https://www.blackhat.com/docs/us-16/materials/us-16-Munoz-A-Journey-From-JNDI-LDAP-Manipulation-To-RCE.pdf']",73,c3f5e1d8-910e-43b4-8d44-d748e498ca86,high,"['Elastic', 'Host', 'Linux', 'macOS', 'Threat Detection', 'Execution']",,eql,"sequence by host.id with maxspan=1m
 [network where event.action == ""connection_attempted"" and
  process.name : ""java"" and
  /*
     outbound connection attempt to
     LDAP, RMI or DNS standard ports
     by JAVA process
   */
  destination.port in (1389, 389, 1099, 53, 5353)] by process.pid
 [process where event.type == ""start"" and

  /* Suspicious JAVA child process */
  process.parent.name : ""java"" and
   process.name : (""sh"",
                   ""bash"",
                   ""dash"",
                   ""ksh"",
                   ""tcsh"",
                   ""zsh"",
                   ""curl"",
                   ""perl*"",
                   ""python*"",
                   ""ruby*"",
                   ""php*"",
                   ""wget"")] by process.parent.pid
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1059', 'name': 'Command and Scripting Interpreter', 'reference': 'https://attack.mitre.org/techniques/T1059/', 'subtechnique': [{'id': 'T1059.007', 'name': 'JavaScript', 'reference': 'https://attack.mitre.org/techniques/T1059/007/'}]}, {'id': 'T1203', 'name': 'Exploitation for Client Execution', 'reference': 'https://attack.mitre.org/techniques/T1203/'}], 'tactic': {'id': 'TA0002', 'name': 'Execution', 'reference': 'https://attack.mitre.org/tactics/TA0002/'}}]",,,,,,,,,,,,,,,,,,,
17,2020/07/07,production,"New fields added: required_fields, related_integrations, setup",8.3.0,2022/09/20,['Elastic'],"The hosts file on endpoints is used to control manual IP address to hostname resolutions. The hosts file is the first
point of lookup for DNS hostname resolution so if adversaries can modify the endpoint hosts file, they can route traffic
to malicious infrastructure. This rule detects modifications to the hosts file on Microsoft Windows, Linux (Ubuntu or
RHEL) and macOS systems.
",,"['auditbeat-*', 'winlogbeat-*', 'logs-endpoint.events.*', 'logs-windows.*']",eql,Elastic License v2,Hosts File Modified,['https://www.elastic.co/guide/en/beats/auditbeat/current/auditbeat-reference-yml.html'],47,9c260313-c811-4ec8-ab89-8f6530e0246c,medium,"['Elastic', 'Host', 'Linux', 'Windows', 'macOS', 'Threat Detection', 'Impact']",event.ingested,eql,"any where

  /* file events for creation; file change events are not captured by some of the included sources for linux and so may
     miss this, which is the purpose of the process + command line args logic below */
  (
   event.category == ""file"" and event.type in (""change"", ""creation"") and
     file.path : (""/private/etc/hosts"", ""/etc/hosts"", ""?:\\Windows\\System32\\drivers\\etc\\hosts"")
  )
  or

  /* process events for change targeting linux only */
  (
   event.category == ""process"" and event.type in (""start"") and
     process.name in (""nano"", ""vim"", ""vi"", ""emacs"", ""echo"", ""sed"") and
     process.args : (""/etc/hosts"")
  )
",now-9m,,"## Triage and analysis

### Investigating Hosts File Modified

Operating systems use the hosts file to map a connection between an IP address and domain names before going to domain
name servers. Attackers can abuse this mechanism to route traffic to malicious infrastructure or disrupt security that
depends on server communications. For example, Russian threat actors modified this file on a domain controller to
redirect Duo MFA calls to localhost instead of the Duo server, which prevented the MFA service from contacting its
server to validate MFA login. This effectively disabled MFA for active domain accounts because the default policy of Duo
for Windows is to ""Fail open"" if the MFA server is unreachable. This can happen in any MFA implementation and is not
exclusive to Duo. Find more details in this [CISA Alert](https://www.cisa.gov/uscert/ncas/alerts/aa22-074a).

This rule identifies modifications in the hosts file across multiple operating systems using process creation events for
Linux and file events in Windows and macOS.

#### Possible investigation steps

- Identify the specifics of the involved assets, such as role, criticality, and associated users.
- Investigate the process execution chain (parent process tree) for unknown processes. Examine their executable files
for prevalence, whether they are located in expected locations, and if they are signed with valid digital signatures.
- Identify the user account that performed the action and whether it should perform this kind of action.
- Contact the account owner and confirm whether they are aware of this activity.
- Investigate other alerts associated with the user/host during the past 48 hours.
- Examine the changes to the hosts file by comparing it against file backups, volume shadow copies, and other restoration
mechanisms.

### False positive analysis

- This mechanism can be used legitimately. Analysts can dismiss the alert if the administrator is aware of the activity
and the configuration was justified.

### Response and remediation

- Initiate the incident response process based on the outcome of the triage.
- Consider isolating the involved host to prevent further post-compromise behavior.
- Investigate credential exposure on systems compromised or used by the attacker to ensure all compromised accounts are
identified. Reset passwords for these accounts and other potentially compromised credentials, such as email, business
systems, and web services.
- Review the privileges of the administrator account that performed the action.
- Run a full antimalware scan. This may reveal additional artifacts left in the system, persistence mechanisms, and
malware components.
- Determine the initial vector abused by the attacker and take action to prevent reinfection through the same vector.
- Using the incident response data, update logging and audit policies to improve the mean time to detect (MTTD) and the
mean time to respond (MTTR).

## Setup

For Windows systems using Auditbeat, this rule requires adding `C:/Windows/System32/drivers/etc` as an additional path in the 'file_integrity' module of auditbeat.yml.

If enabling an EQL rule on a non-elastic-agent index (such as beats) for versions <8.2, events will not define `event.ingested` and default fallback for EQL rules was not added until 8.2, so you will need to add a custom pipeline to populate `event.ingested` to @timestamp for this rule to work.
","[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1565', 'reference': 'https://attack.mitre.org/techniques/T1565/', 'name': 'Data Manipulation', 'subtechnique': [{'id': 'T1565.001', 'reference': 'https://attack.mitre.org/techniques/T1565/001/', 'name': 'Stored Data Manipulation'}]}], 'tactic': {'id': 'TA0040', 'reference': 'https://attack.mitre.org/tactics/TA0040/', 'name': 'Impact'}}]",,4d4c0b59-ea83-483f-b8c1-8c360ee53c5c,Comprehensive File Timeline,,,,,,,,,,,,,,,,
18,2020/09/14,production,"New fields added: required_fields, related_integrations, setup",8.3.0,2022/08/24,['Elastic'],"This rule identifies Zoom meetings that are created without a passcode. Meetings without a passcode are susceptible to
Zoombombing. Zoombombing is carried out by taking advantage of Zoom sessions that are not protected with a passcode.
Zoombombing refers to the unwanted, disruptive intrusion, generally by Internet trolls and hackers, into a video
conference call. In a typical Zoombombing incident, a teleconferencing session is hijacked by the insertion of material
that is lewd, obscene, racist, or antisemitic in nature, typically resulting of the shutdown of the session.
",,['filebeat-*'],kuery,Elastic License v2,Zoom Meeting with no Passcode,"['https://blog.zoom.us/a-message-to-our-users/', 'https://www.fbi.gov/contact-us/field-offices/boston/news/press-releases/fbi-warns-of-teleconferencing-and-online-classroom-hijacking-during-covid-19-pandemic']",47,58ac2aa5-6718-427c-a845-5f3ac5af00ba,medium,"['Elastic', 'Application', 'Communication', 'Zoom', 'Continuous Monitoring', 'SecOps', 'Configuration Audit']",event.ingested,query,"event.type:creation and event.module:zoom and event.dataset:zoom.webhook and
  event.action:meeting.created and not zoom.meeting.password:*
",,,"## Setup

The Zoom Filebeat module or similarly structured data is required to be compatible with this rule.","[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1190', 'name': 'Exploit Public-Facing Application', 'reference': 'https://attack.mitre.org/techniques/T1190/'}], 'tactic': {'id': 'TA0001', 'name': 'Initial Access', 'reference': 'https://attack.mitre.org/tactics/TA0001/'}}]",,,,,,,,,,,,,,,,,,,
19,2020/12/21,production,"New fields added: required_fields, related_integrations, setup",8.3.0,2022/08/24,['Elastic'],"Adversaries may modify the standard authentication module for persistence via patching the normal authorization process
or modifying the login configuration to allow unauthorized access or elevate privileges.
",['Trusted system module updates or allowed Pluggable Authentication Module (PAM) daemon configuration changes.'],"['auditbeat-*', 'logs-endpoint.events.*']",kuery,Elastic License v2,Modification of Standard Authentication Module or Configuration,"['https://github.com/zephrax/linux-pam-backdoor', 'https://github.com/eurialo/pambd', 'http://0x90909090.blogspot.com/2016/06/creating-backdoor-in-pam-in-5-line-of.html', 'https://www.trendmicro.com/en_us/research/19/i/skidmap-linux-malware-uses-rootkit-capabilities-to-hide-cryptocurrency-mining-payload.html']",47,93f47b6f-5728-4004-ba00-625083b3dcb0,medium,"['Elastic', 'Host', 'macOS', 'Linux', 'Threat Detection', 'Credential Access', 'Persistence']",event.ingested,query,"event.category:file and event.type:change and
  (file.name:pam_*.so or file.path:(/etc/pam.d/* or /private/etc/pam.d/*)) and
  process.executable:
    (* and
      not
      (
        /bin/yum or
        ""/usr/sbin/pam-auth-update"" or
        /usr/libexec/packagekitd or
        /usr/bin/dpkg or
        /usr/bin/vim or
        /usr/libexec/xpcproxy or
        /usr/bin/bsdtar or
        /usr/local/bin/brew or
        /usr/bin/rsync or
        /usr/bin/yum or
        /var/lib/docker/*/bin/yum or
        /var/lib/docker/*/bin/dpkg or
        ./merged/var/lib/docker/*/bin/dpkg or
        ""/System/Library/PrivateFrameworks/PackageKit.framework/Versions/A/XPCServices/package_script_service.xpc/Contents/MacOS/package_script_service""
      )
    ) and
  not file.path:
         (
           /tmp/snap.rootfs_*/pam_*.so or
           /tmp/newroot/lib/*/pam_*.so or
           /private/var/folders/*/T/com.apple.fileprovider.ArchiveService/TemporaryItems/*/lib/security/pam_*.so or
           /tmp/newroot/usr/lib64/security/pam_*.so
         )
",now-9m,,,"[{'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1543', 'name': 'Create or Modify System Process', 'reference': 'https://attack.mitre.org/techniques/T1543/'}], 'tactic': {'id': 'TA0003', 'name': 'Persistence', 'reference': 'https://attack.mitre.org/tactics/TA0003/'}}, {'framework': 'MITRE ATT&CK', 'technique': [{'id': 'T1556', 'name': 'Modify Authentication Process', 'reference': 'https://attack.mitre.org/techniques/T1556/'}], 'tactic': {'id': 'TA0006', 'name': 'Credential Access', 'reference': 'https://attack.mitre.org/tactics/TA0006/'}}]",,,,,,,,,,,,,,,,,,,
