rule_index,name,description,rule,severity,mitre_attack_id,annotations,cluster,keywords
e450,Startup Persistence by a Suspicious Process,"Identifies files written to or modified in the startup folder by commonly abused processes. Adversaries may use this
technique to maintain persistence.
","file where event.type != ""deletion"" and
  user.domain != ""NT AUTHORITY"" and
  file.path : (""C:\\Users\\*\\AppData\\Roaming\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\*"",
               ""C:\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\StartUp\\*"") and
  process.name : (""cmd.exe"",
                  ""powershell.exe"",
                  ""wmic.exe"",
                  ""mshta.exe"",
                  ""pwsh.exe"",
                  ""cscript.exe"",
                  ""wscript.exe"",
                  ""regsvr32.exe"",
                  ""RegAsm.exe"",
                  ""rundll32.exe"",
                  ""EQNEDT32.EXE"",
                  ""WINWORD.EXE"",
                  ""EXCEL.EXE"",
                  ""POWERPNT.EXE"",
                  ""MSPUB.EXE"",
                  ""MSACCESS.EXE"",
                  ""iexplore.exe"",
                  ""InstallUtil.exe"")
",medium,['T1547'],"{'stop', 'rundll32'}",66.0,"['persistence', 'processes', 'startup', 'files', 'maintain']"
e451,Startup Folder Persistence via Unsigned Process,"Identifies files written or modified in the startup folder by unsigned processes. Adversaries may abuse this technique
to maintain persistence in an environment.
","sequence by host.id, process.entity_id with maxspan=5s
  [process where event.type == ""start"" and process.code_signature.trusted == false and
  /* suspicious paths can be added here  */
   process.executable : (""C:\\Users\\*.exe"",
                         ""C:\\ProgramData\\*.exe"",
                         ""C:\\Windows\\Temp\\*.exe"",
                         ""C:\\Windows\\Tasks\\*.exe"",
                         ""C:\\Intel\\*.exe"",
                         ""C:\\PerfLogs\\*.exe"")
   ]
   [file where event.type != ""deletion"" and user.domain != ""NT AUTHORITY"" and
    file.path : (""C:\\Users\\*\\AppData\\Roaming\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\*"",
                 ""C:\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\StartUp\\*"")
   ]
",medium,['T1547'],{'stop'},66.0,"['processes', 'startup', 'files', 'unsigned', 'persistence']"
e452,Persistent Scripts in the Startup Directory,"Identifies script engines creating files in the Startup folder, or the creation of script files in the Startup folder.
Adversaries may abuse this technique to maintain persistence in an environment.
","file where event.type != ""deletion"" and user.domain != ""NT AUTHORITY"" and

  /* detect shortcuts created by wscript.exe or cscript.exe */
  (file.path : ""C:\\*\\Programs\\Startup\\*.lnk"" and
     process.name : (""wscript.exe"", ""cscript.exe"")) or

  /* detect vbs or js files created by any process */
  file.path : (""C:\\*\\Programs\\Startup\\*.vbs"",
               ""C:\\*\\Programs\\Startup\\*.vbe"",
               ""C:\\*\\Programs\\Startup\\*.wsh"",
               ""C:\\*\\Programs\\Startup\\*.wsf"",
               ""C:\\*\\Programs\\Startup\\*.js"")
",medium,['T1547'],{'stop'},66.0,"['startup', 'script', 'persistence', 'files', 'engines']"
e453,Component Object Model Hijacking,"Identifies Component Object Model (COM) hijacking via registry modification. Adversaries may establish persistence by
executing malicious content triggered by hijacked references to COM objects.
","registry where
 (registry.path : ""HK*}\\InprocServer32\\"" and registry.data.strings: (""scrobj.dll"", ""C:\\*\\scrobj.dll"") and
 not registry.path : ""*\\{06290BD*-48AA-11D2-8432-006008C3FBFC}\\*"")
 or
 /* in general COM Registry changes on Users Hive is less noisy and worth alerting */
 (registry.path : (""HKEY_USERS\\*Classes\\*\\InprocServer32\\"",
                   ""HKEY_USERS\\*Classes\\*\\LocalServer32\\"",
                   ""HKEY_USERS\\*Classes\\*\\DelegateExecute\\"",
                   ""HKEY_USERS\\*Classes\\*\\TreatAs\\"",
                   ""HKEY_USERS\\*Classes\\CLSID\\*\\ScriptletURL\\"") and
 not (process.executable : ""?:\\Program Files*\\Veeam\\Backup and Replication\\Console\\veeam.backup.shell.exe"" and
      registry.path : ""HKEY_USERS\\S-1-5-21-*_Classes\\CLSID\\*\\LocalServer32\\"") and
 /* not necessary but good for filtering privileged installations */
 user.domain != ""NT AUTHORITY""
 ) and
 /* removes false-positives generated by OneDrive and Teams */
 not process.name : (""OneDrive.exe"",""OneDriveSetup.exe"",""FileSyncConfig.exe"",""Teams.exe"") and
 /* Teams DLL loaded by regsvr */
 not (process.name: ""regsvr32.exe"" and
 registry.data.strings : ""*Microsoft.Teams.*.dll"")
",medium,['T1546'],"{'hive', 'registry modification', 'stop'}",,"['hijacking', 'malicious', 'registry', 'hijacked', 'adversaries']"
e454,Suspicious Image Load (taskschd.dll) from MS Office,"Identifies a suspicious image load (taskschd.dll) from Microsoft Office processes. This behavior may indicate
adversarial activity where a scheduled task is configured via Windows Component Object Model (COM). This technique can
be used to configure persistence and evade monitoring by avoiding the usage of the traditional Windows binary
(schtasks.exe) used to manage scheduled tasks.
","any where
 (event.category == ""library"" or (event.category == ""process"" and event.action : ""Image loaded*"")) and
  process.name : (""WINWORD.EXE"", ""EXCEL.EXE"", ""POWERPNT.EXE"", ""MSPUB.EXE"", ""MSACCESS.EXE"") and
  (dll.name : ""taskschd.dll"" or file.name : ""taskschd.dll"")
",low,['T1053'],{'schtasks'},147.0,"['schtasks', 'taskschd', 'tasks', 'task', 'microsoft']"
e455,Suspicious Execution via Scheduled Task,Identifies execution of a suspicious program via scheduled tasks by looking at process lineage and command line usage.,"process where event.type == ""start"" and
    /* Schedule service cmdline on Win10+ */
    process.parent.name : ""svchost.exe"" and process.parent.args : ""Schedule"" and
    /* add suspicious programs here */
    process.pe.original_file_name in
                                (
                                  ""cscript.exe"",
                                  ""wscript.exe"",
                                  ""PowerShell.EXE"",
                                  ""Cmd.Exe"",
                                  ""MSHTA.EXE"",
                                  ""RUNDLL32.EXE"",
                                  ""REGSVR32.EXE"",
                                  ""MSBuild.exe"",
                                  ""InstallUtil.exe"",
                                  ""RegAsm.exe"",
                                  ""RegSvcs.exe"",
                                  ""msxsl.exe"",
                                  ""CONTROL.EXE"",
                                  ""EXPLORER.EXE"",
                                  ""Microsoft.Workflow.Compiler.exe"",
                                  ""msiexec.exe""
                                  ) and
    /* add suspicious paths here */
    process.args : (
       ""C:\\Users\\*"",
       ""C:\\ProgramData\\*"",
       ""C:\\Windows\\Temp\\*"",
       ""C:\\Windows\\Tasks\\*"",
       ""C:\\PerfLogs\\*"",
       ""C:\\Intel\\*"",
       ""C:\\Windows\\Debug\\*"",
       ""C:\\HP\\*"") and

     not (process.name : ""cmd.exe"" and process.args : ""?:\\*.bat"" and process.working_directory : ""?:\\Windows\\System32\\"") and
     not (process.name : ""cscript.exe"" and process.args : ""?:\\Windows\\system32\\calluxxprovider.vbs"") and
     not (process.name : ""powershell.exe"" and process.args : (""-File"", ""-PSConsoleFile"") and user.id : ""S-1-5-18"") and
     not (process.name : ""msiexec.exe"" and user.id : ""S-1-5-18"")
",medium,['T1053'],"{'msbuild', 'rundll32'}",186.0,"['process', 'execution', 'suspicious', 'program', 'tasks']"
e456,Suspicious ImagePath Service Creation,"Identifies the creation of a suspicious ImagePath value. This could be an indication of an adversary attempting to
stealthily persist or escalate privileges through abnormal service creation.
","registry where registry.path : ""HKLM\\SYSTEM\\ControlSet*\\Services\\*\\ImagePath"" and
 /* add suspicious registry ImagePath values here */
 registry.data.strings : (""%COMSPEC%*"", ""*\\.\\pipe\\*"")
",high,['T1543'],,46.0,"['imagepath', 'suspicious', 'service', 'adversary', 'abnormal']"
e457,System Shells via Services,"Windows services typically run as SYSTEM and can be used as a privilege escalation opportunity. Malware or penetration
testers may run a shell as a service to gain SYSTEM permissions.
","process where event.type == ""start"" and
  process.parent.name : ""services.exe"" and
  process.name : (""cmd.exe"", ""powershell.exe"", ""pwsh.exe"", ""powershell_ise.exe"") and

  /* Third party FP's */
  not process.args : ""NVDisplay.ContainerLocalSystem""
",medium,['T1543'],"{'malware', 'permission', 'privilege'}",271.0,"['services', 'privilege', 'service', 'malware', 'permissions']"
e458,Potential Persistence via Time Provider Modification,"Identifies modification of the Time Provider. Adversaries may establish persistence by registering and enabling a
malicious DLL as a time provider. Windows uses the time provider architecture to obtain accurate time stamps from other
network devices or clients in the network. Time providers are implemented in the form of a DLL file which resides in the
System32 folder. The service W32Time initiates during the startup of Windows and loads w32time.dll.
","registry where event.type:""change"" and
  registry.path:""HKLM\\SYSTEM\\*ControlSet*\\Services\\W32Time\\TimeProviders\\*"" and
  registry.data.strings:""*.dll""
",medium,['T1547'],{'dll'},272.0,"['w32time', 'dll', 'system32', 'providers', 'provider']"
e459,User Added to Privileged Group in Active Directory,"Identifies a user being added to a privileged group in Active Directory. Privileged accounts and groups in Active
Directory are those to which powerful rights, privileges, and permissions are granted that allow them to perform nearly
any action in Active Directory and on domain-joined systems.
","iam where event.action == ""added-member-to-group"" and
  group.name : (""Admin*"",
                ""Local Administrators"",
                ""Domain Admins"",
                ""Enterprise Admins"",
                ""Backup Admins"",
                ""Schema Admins"",
                ""DnsAdmins"",
                ""Exchange Organization Administrators"")
",medium,['T1098'],"{'permission', 'privilege'}",273.0,"['privileges', 'privileged', 'groups', 'permissions', 'accounts']"
e460,User Account Creation,"Identifies attempts to create new users. This is sometimes done by attackers to increase access or establish persistence
on a system or domain.
","process where event.type == ""start"" and
  process.name : (""net.exe"", ""net1.exe"") and
  not process.parent.name : ""net.exe"" and
  (process.args : ""user"" and process.args : (""/ad"", ""/add""))
",low,['T1136'],{'net.exe'},17.0,"['attackers', 'users', 'create', 'persistence', 'new']"
e462,Potential Application Shimming via Sdbinst,"The Application Shim was created to allow for backward compatibility of software as the operating system codebase
changes over time. This Windows functionality has been abused by attackers to stealthily gain persistence and arbitrary
code execution in legitimate Windows processes.
","process where event.type == ""start"" and process.name : ""sdbinst.exe""
",low,['T1546'],,274.0,"['application', 'software', 'windows', 'shim', 'codebase']"
e463,Persistence via BITS Job Notify Cmdline,"An adversary can use the Background Intelligent Transfer Service (BITS) SetNotifyCmdLine method to execute a program
that runs after a job finishes transferring data or after a job enters a specified state in order to persist on a
system.
","process where event.type == ""start"" and
  process.parent.name : ""svchost.exe"" and process.parent.args : ""BITS"" and
  not process.executable :
              (""?:\\Windows\\System32\\WerFaultSecure.exe"",
               ""?:\\Windows\\System32\\WerFault.exe"",
               ""?:\\Windows\\System32\\wermgr.exe"",
               ""?:\\WINDOWS\\system32\\directxdatabaseupdater.exe"")
",medium,['T1197'],{'bitsadmin'},27.0,"['adversary', 'program', 'transfer', 'background', 'bits']"
e464,Persistence via Hidden Run Key Detected,"Identifies a persistence mechanism that utilizes the NtSetValueKey native API to create a hidden (null terminated)
registry key. An adversary may use this method to hide from system utilities such as the Registry Editor (regedit).
","/* Registry Path ends with backslash */
registry where /* length(registry.data.strings) > 0 and */
 registry.path : (""HKEY_USERS\\*\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\\"",
                  ""HKU\\*\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\\"",
                  ""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\\"",
                  ""HKLM\\Software\\WOW6432Node\\Microsoft\\Windows\\CurrentVersion\\Run\\"",
                  ""HKEY_USERS\\*\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer\\Run\\"",
                  ""HKU\\*\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer\\Run\\"",
                  ""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer\\Run\\"")
",high,['T1547'],"{'hidden', 'registry modification'}",29.0,"['registry', 'ntsetvaluekey', 'regedit', 'persistence', 'hidden']"
e465,Installation of Security Support Provider,"Identifies registry modifications related to the Windows Security Support Provider (SSP) configuration. Adversaries may
abuse this to establish persistence in an environment.
","registry where
   registry.path : (""HKLM\\SYSTEM\\*ControlSet*\\Control\\Lsa\\Security Packages*"",
                    ""HKLM\\SYSTEM\\*ControlSet*\\Control\\Lsa\\OSConfig\\Security Packages*"") and
   not process.executable : (""C:\\Windows\\System32\\msiexec.exe"", ""C:\\Windows\\SysWOW64\\msiexec.exe"")
",medium,['T1547'],{'registry modification'},29.0,"['registry', 'ssp', 'security', 'provider', 'adversaries']"
e466,Persistence via TelemetryController Scheduled Task Hijack,"Detects the successful hijack of Microsoft Compatibility Appraiser scheduled task to establish persistence with an
integrity level of system.
","process where event.type == ""start"" and
  process.parent.name : ""CompatTelRunner.exe"" and process.args : ""-cv*"" and
  not process.name : (""conhost.exe"",
                      ""DeviceCensus.exe"",
                      ""CompatTelRunner.exe"",
                      ""DismHost.exe"",
                      ""rundll32.exe"",
                      ""powershell.exe"")
",high,['T1053'],{'rundll32'},275.0,"['appraiser', 'persistence', 'integrity', 'microsoft', 'compatibility']"
e467,Persistence via Update Orchestrator Service Hijack,"Identifies potential hijacking of the Microsoft Update Orchestrator Service to establish persistence with an integrity
level of SYSTEM.
","process where event.type == ""start"" and
  process.parent.executable : ""C:\\Windows\\System32\\svchost.exe"" and
  process.parent.args : ""UsoSvc"" and
  not process.executable :
          (""?:\\ProgramData\\Microsoft\\Windows\\UUS\\Packages\\*\\amd64\\MoUsoCoreWorker.exe"",
          ""?:\\Windows\\System32\\UsoClient.exe"",
          ""?:\\Windows\\System32\\MusNotification.exe"",
          ""?:\\Windows\\System32\\MusNotificationUx.exe"",
          ""?:\\Windows\\System32\\MusNotifyIcon.exe"",
          ""?:\\Windows\\System32\\WerFault.exe"",
          ""?:\\Windows\\System32\\WerMgr.exe"",
          ""?:\\Windows\\UUS\\amd64\\MoUsoCoreWorker.exe"",
          ""?:\\Windows\\System32\\MoUsoCoreWorker.exe"",
          ""?:\\Windows\\UUS\\amd64\\UsoCoreWorker.exe"",
          ""?:\\Windows\\System32\\UsoCoreWorker.exe"",
          ""?:\\Program Files\\Common Files\\microsoft shared\\ClickToRun\\OfficeC2RClient.exe"") and
  not process.name : (""MoUsoCoreWorker.exe"", ""OfficeC2RClient.exe"")
",high,['T1543'],"{'leverage', 'cve-2020-1313', 'stop'}",,"['orchestrator', 'persistence', 'integrity', 'hijacking', 'service']"
e468,Persistence via WMI Event Subscription,"An adversary can use Windows Management Instrumentation (WMI) to install event filters, providers, consumers, and
bindings that execute code when a defined event occurs. Adversaries may use the capabilities of WMI to subscribe to an
event and execute arbitrary code when that event occurs, providing persistence on a system.
","process where event.type == ""start"" and
  (process.name : ""wmic.exe"" or process.pe.original_file_name == ""wmic.exe"") and
  process.args : ""create"" and
  process.args : (""ActiveScriptEventConsumer"", ""CommandLineEventConsumer"")
",low,['T1546'],{'wmi'},23.0,"['wmi', 'adversary', 'adversaries', 'event', 'windows']"
e469,Persistence via WMI Standard Registry Provider,"Identifies use of the Windows Management Instrumentation StdRegProv (registry provider) to modify commonly abused
registry locations for persistence.
","registry where
 registry.data.strings != null and process.name : ""WmiPrvSe.exe"" and
 registry.path : (
                  ""HKEY_USERS\\*\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\\*"",
                  ""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Run\\*"",
                  ""HKLM\\Software\\WOW6432Node\\Microsoft\\Windows\\CurrentVersion\\Run\\*"",
                  ""HKEY_USERS\\*\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer\\Run\\*"",
                  ""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\Explorer\\Run\\*"",
                  ""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\RunOnce\\*"",
                  ""HKLM\\Software\\Microsoft\\Windows\\CurrentVersion\\RunOnceEx\\*"",
                  ""HKEY_USERS\\*\\Software\\Microsoft\\Windows\\CurrentVersion\\RunOnce\\*"",
                  ""HKEY_USERS\\*\\Software\\Microsoft\\Windows\\CurrentVersion\\RunOnceEx\\*"",
                  ""HKLM\\SYSTEM\\*ControlSet*\\Services\\*\\ServiceDLL"",
                  ""HKLM\\SYSTEM\\*ControlSet*\\Services\\*\\ImagePath"",
                  ""HKEY_USERS\\*\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon\\Shell\\*"",
                  ""HKEY_USERS\\*\\Environment\\UserInitMprLogonScript"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Windows\\Load"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon\\Shell"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Policies\\System\\Shell"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Policies\\Microsoft\\Windows\\System\\Scripts\\Logoff\\Script"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Policies\\Microsoft\\Windows\\System\\Scripts\\Logon\\Script"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Policies\\Microsoft\\Windows\\System\\Scripts\\Shutdown\\Script"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Policies\\Microsoft\\Windows\\System\\Scripts\\Startup\\Script"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Microsoft\\Ctf\\LangBarAddin\\*\\FilePath"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Microsoft\\Internet Explorer\\Extensions\\*\\Exec"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Microsoft\\Internet Explorer\\Extensions\\*\\Script"",
                  ""HKEY_USERS\\*\\SOFTWARE\\Microsoft\\Command Processor\\Autorun""
                  )
",high,"['T1547', 'T1543', 'T1047']","{'registry modification', 'wmi'}",29.0,"['registry', 'persistence', 'instrumentation', 'windows', 'management']"
e470,Web Shell Detection: Script Process Child of Common Web Processes,"Identifies suspicious commands executed via a web server, which may suggest a vulnerability and remote shell access.","process where event.type == ""start"" and
  process.parent.name : (""w3wp.exe"", ""httpd.exe"", ""nginx.exe"", ""php.exe"", ""php-cgi.exe"", ""tomcat.exe"") and
  process.name : (""cmd.exe"", ""cscript.exe"", ""powershell.exe"", ""pwsh.exe"", ""powershell_ise.exe"", ""wmic.exe"", ""wscript.exe"")
",high,"['T1505', 'T1190']","{'shell', 'stop'}",186.0,"['vulnerability', 'shell', 'suspicious', 'commands', 'server']"
e471,Process Creation via Secondary Logon,"Identifies process creation with alternate credentials. Adversaries may create a new process with a different token to
escalate privileges and bypass access controls.
","sequence by host.id with maxspan=1m

[authentication where event.action:""logged-in"" and
 event.outcome == ""success"" and user.id:""S-1-5-21-*"" and

 /* seclogon service */
 process.name == ""svchost.exe"" and 
 winlog.event_data.LogonProcessName : ""seclogo*"" and source.ip == ""::1"" ] by winlog.event_data.TargetLogonId

[process where event.type == ""start""] by winlog.event_data.TargetLogonId
",medium,['T1134'],"{'winlog', 'privilege'}",,"['privileges', 'process', 'credentials', 'token', 'adversaries']"
e472,Disabling User Account Control via Registry Modification,"User Account Control (UAC) can help mitigate the impact of malware on Windows hosts. With UAC, apps and tasks always run
in the security context of a non-administrator account, unless an administrator specifically authorizes
administrator-level access to the system. This rule identifies registry value changes to bypass User Access Control
(UAC) protection.
","registry where event.type == ""change"" and
  registry.path :
    (
      ""HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Policies\\System\\EnableLUA"",
      ""HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Policies\\System\\ConsentPromptBehaviorAdmin"",
      ""HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Policies\\System\\PromptOnSecureDesktop""
    ) and
  registry.data.strings : (""0"", ""0x00000000"")
",medium,['T1548'],"{'registry modification', 'page', 'uac', 'stop', 'malware'}",276.0,"['uac', 'malware', 'administrator', 'registry', 'security']"
e473,Startup/Logon Script added to Group Policy Object,"Detects the modification of Group Policy Objects (GPO) to add a startup/logon script to users or computer objects.
","(
 event.code:5136 and winlog.event_data.AttributeLDAPDisplayName:(gPCMachineExtensionNames or gPCUserExtensionNames) and
   winlog.event_data.AttributeValue:(*42B5FAAE-6536-11D2-AE5A-0000F87571E3* and
                                      (*40B66650-4972-11D1-A7CA-0000F87571E3* or *40B6664F-4972-11D1-A7CA-0000F87571E3*))
)
or
(
 event.code:5145 and winlog.event_data.ShareName:\\\\*\\SYSVOL and
   winlog.event_data.RelativeTargetName:(*\\scripts.ini or *\\psscripts.ini) and
   (message:WriteData or winlog.event_data.AccessList:*%%4417*)
)
",medium,"['T1547', 'T1484']",{'winlog'},,"['gpo', 'startup', 'logon', 'policy', 'script']"
e474,Group Policy Abuse for Privilege Addition,"Detects the first occurrence of a modification to Group Policy Object Attributes to add privileges to user accounts or
use them to add users as local admins.
","event.code: ""5136"" and winlog.event_data.AttributeLDAPDisplayName:""gPCMachineExtensionNames"" and
winlog.event_data.AttributeValue:(*827D319E-6EAC-11D2-A4EA-00C04F79F83A* and *803E14A0-B4FB-11D0-A0D0-00A0C90F574B*)
",high,['T1484'],"{'winlog', 'privilege'}",,"['privileges', 'admins', 'attributes', 'policy', 'users']"
e475,Scheduled Task Execution at Scale via GPO,"Detects the modification of Group Policy Object attributes to execute a scheduled task in the objects controlled by the GPO.
","(event.code: ""5136"" and winlog.event_data.AttributeLDAPDisplayName:(""gPCMachineExtensionNames"" or ""gPCUserExtensionNames"") and
   winlog.event_data.AttributeValue:(*CAB54552-DEEA-4691-817E-ED4A4D1AFC72* and *AADCED64-746C-4633-A97C-D61349046527*))
or
(event.code: ""5145"" and winlog.event_data.ShareName: ""\\\\*\\SYSVOL"" and winlog.event_data.RelativeTargetName: *ScheduledTasks.xml and
  (message: WriteData or winlog.event_data.AccessList: *%%4417*))
",medium,"['T1053', 'T1484']",{'winlog'},,"['gpo', 'scheduled', 'policy', 'task', 'detects']"
e476,Potential Privilege Escalation via InstallerFileTakeOver,"Identifies a potential exploitation of InstallerTakeOver (CVE-2021-41379) default PoC execution. Successful exploitation
allows an unprivileged user to escalate privileges to SYSTEM.
","/* This rule is compatible with both Sysmon and Elastic Endpoint */

process where event.type == ""start"" and
    (?process.Ext.token.integrity_level_name : ""System"" or
    ?winlog.event_data.IntegrityLevel : ""System"") and
    (
      (process.name : ""elevation_service.exe"" and
       not process.pe.original_file_name == ""elevation_service.exe"") or

      (process.parent.name : ""elevation_service.exe"" and
       process.name : (""rundll32.exe"", ""cmd.exe"", ""powershell.exe""))
    )
",high,['T1068'],"{'cve-2021-41379', 'stop', 'winlog', 'rundll32', 'privilege'}",,"['installertakeover', 'poc', 'execution', 'privileges', 'cve']"
e477,Service Creation via Local Kerberos Authentication,"Identifies a suspicious local successful logon event where the Logon Package is Kerberos, the remote address is set to
localhost, followed by a sevice creation from the same LogonId. This may indicate an attempt to leverage a Kerberos
relay attack variant that can be used to elevate privilege locally from a domain joined user to local System privileges.
","sequence by host.id with maxspan=5m
 [authentication where

  /* event 4624 need to be logged */
  event.action == ""logged-in"" and event.outcome == ""success"" and

  /* authenticate locally using relayed kerberos Ticket */
  winlog.event_data.AuthenticationPackageName :""Kerberos"" and winlog.logon.type == ""Network"" and
  cidrmatch(source.ip, ""127.0.0.0/8"", ""::1"") and source.port > 0] by winlog.event_data.TargetLogonId

  [any where
   /* event 4697 need to be logged */
   event.action : ""service-installed""] by winlog.event_data.SubjectLogonId
",high,"['T1558', 'T1543']","{'kerberos', 'winlog', 'leverage'}",,"['logonid', 'logon', 'kerberos', 'localhost', 'attack']"
e478,Potential LSA Authentication Package Abuse,"Adversaries can use the autostart mechanism provided by the Local Security Authority (LSA) authentication packages for
privilege escalation or persistence by placing a reference to a binary in the Windows registry. The binary will then be
executed by SYSTEM when the authentication packages are loaded.
","registry where event.type == ""change"" and
  registry.path : ""HKLM\\SYSTEM\\*ControlSet*\\Control\\Lsa\\Authentication Packages"" and
  /* exclude SYSTEM SID - look for changes by non-SYSTEM user */
  not user.id : ""S-1-5-18""
",medium,['T1547'],{'registry modification'},246.0,"['authentication', 'registry', 'autostart', 'adversaries', 'security']"
e479,Privilege Escalation via Named Pipe Impersonation,"Identifies a privilege escalation attempt via named pipe impersonation. An adversary may abuse this technique by
utilizing a framework such Metasploit's meterpreter getsystem command.
","process where event.type == ""start"" and
 process.pe.original_file_name in (""Cmd.Exe"", ""PowerShell.EXE"") and
 process.args : ""echo"" and process.args : "">"" and process.args : ""\\\\.\\pipe\\*""
",high,['T1134'],"{'meterpreter', 'privilege'}",277.0,"['impersonation', 'metasploit', 'privilege', 'pipe', 'escalation']"
e480,Suspicious DLL Loaded for Persistence or Privilege Escalation,"Identifies the loading of a non Microsoft signed DLL that is missing on a default Windows install (phantom DLL) or one
that can be loaded from a different location by a native Windows process. This may be abused to persist or elevate
privileges via privileged file write vulnerabilities.
","any where
 (event.category == ""library"" or (event.category == ""process"" and event.action : ""Image loaded*"")) and
 (
  /* compatible with Elastic Endpoint Library Events */
  (dll.name : (""wlbsctrl.dll"", ""wbemcomn.dll"", ""WptsExtensions.dll"", ""Tsmsisrv.dll"", ""TSVIPSrv.dll"", ""Msfte.dll"",
               ""wow64log.dll"", ""WindowsCoreDeviceInfo.dll"", ""Ualapi.dll"", ""wlanhlp.dll"", ""phoneinfo.dll"", ""EdgeGdi.dll"",
               ""cdpsgshims.dll"", ""windowsperformancerecordercontrol.dll"", ""diagtrack_win.dll"")
   and (dll.code_signature.trusted == false or dll.code_signature.exists == false)) or

  /* compatible with Sysmon EventID 7 - Image Load */
  (file.name : (""wlbsctrl.dll"", ""wbemcomn.dll"", ""WptsExtensions.dll"", ""Tsmsisrv.dll"", ""TSVIPSrv.dll"", ""Msfte.dll"",
               ""wow64log.dll"", ""WindowsCoreDeviceInfo.dll"", ""Ualapi.dll"", ""wlanhlp.dll"", ""phoneinfo.dll"", ""EdgeGdi.dll"",
               ""cdpsgshims.dll"", ""windowsperformancerecordercontrol.dll"", ""diagtrack_win.dll"")
   and not file.code_signature.status == ""Valid"")
  )
",high,['T1574'],"{'dll', 'stop', 'privilege'}",57.0,"['dll', 'microsoft', 'windows', 'privileged', 'loading']"
e481,Potential Port Monitor or Print Processor Registration Abuse,"Identifies port monitor and print processor registry modifications. Adversaries may abuse port monitor and print
processors to run malicious DLLs during system boot that will be executed as SYSTEM for privilege escalation and/or
persistence, if permissions allow writing a fully-qualified pathname for that DLL.
","registry where event.type in (""creation"", ""change"") and
  registry.path : (""HKLM\\SYSTEM\\*ControlSet*\\Control\\Print\\Monitors\\*"",
    ""HKLM\\SYSTEM\\*ControlSet*\\Control\\Print\\Environments\\Windows*\\Print Processors\\*"") and
  registry.data.strings : ""*.dll"" and
  /* exclude SYSTEM SID - look for changes by non-SYSTEM user */
  not user.id : ""S-1-5-18""
",medium,['T1547'],"{'dll', 'registry modification', 'winnti'}",57.0,"['dlls', 'dll', 'port', 'malicious', 'registry']"
e482,PowerShell Script with Token Impersonation Capabilities,"Detects scripts that contain PowerShell functions, structures, or Windows API functions related to token
impersonation/theft. Attackers may duplicate then impersonate another user's token to escalate privileges and bypass
access controls.
","event.category:process and
  powershell.file.script_block_text:(
    ""Invoke-TokenManipulation"" or
    ""ImpersonateNamedPipeClient"" or
    ""NtImpersonateThread"" or
    (
      ""STARTUPINFOEX"" and
      ""UpdateProcThreadAttribute""
    ) or
    (
      ""AdjustTokenPrivileges"" and
      ""SeDebugPrivilege""
    ) or
    (
      (""DuplicateToken"" or
      ""DuplicateTokenEx"") and
      (""SetThreadToken"" or
      ""ImpersonateLoggedOnUser"" or 
	  ""CreateProcessWithTokenW"" or 
	  ""CreatePRocessAsUserW"" or 
	  ""CreateProcessAsUserA"")
    ) 
  )
",medium,"['T1106', 'T1059', 'T1134']","{'ps1', 'powershell', 'empire', 'powersploit'}",,"['powershell', 'impersonation', 'scripts', 'impersonate', 'token']"
